from;to;migration
Malawi;Timor-Leste;0
Malawi;Tonga;0
Malawi;Trinidad & Tobago;0
Malawi;Tunisia;0
Malawi;Turkmenistan;0
Malawi;Ukraine;0
Malawi;Uruguay;0
Malawi;Uzbekistan;0
Malawi;Vanuatu;0
Malawi;Vietnam;0
Malawi;Virgin Islands;0
Malawi;Western Sahara;0
Malawi;Yemen;0
Malaysia;Singapore;181150
Malaysia;Indonesia;140871
Malaysia;Nepal;79315
Malaysia;Bangladesh;62700
Malaysia;Australia;50880
Malaysia;Myanmar;39661
Malaysia;United States;31306
Malaysia;United Kingdom;24318
Malaysia;India;21009
Malaysia;Philippines;14351
Malaysia;Vietnam;12813
Malaysia;Pakistan;9440
Malaysia;Brunei;8677
Malaysia;Canada;8035
Malaysia;Japan;7556
Malaysia;New Zealand;5754
Malaysia;Thailand;3737
Malaysia;Qatar;3630
Malaysia;Germany;3008
Malaysia;Hong Kong;2837
Malaysia;Saudi Arabia;2777
Malaysia;South Korea;2616
Malaysia;China;2281
Malaysia;Cambodia;1835
Malaysia;Libya;1698
Malaysia;Ireland;1471
Malaysia;Netherlands;1120
Malaysia;France;975
Malaysia;Egypt;936
Malaysia;Sri Lanka;892
Malaysia;Switzerland;798
Malaysia;United Arab Emirates;731
Malaysia;Russia;714
Malaysia;Portugal;595
Malaysia;Italy;578
Malaysia;Sweden;502
Malaysia;South Africa;456
Malaysia;Spain;427
Malaysia;Finland;408
Malaysia;Denmark;404
Malaysia;Norway;391
Malaysia;Czech Republic;359
Malaysia;Belgium;357
Malaysia;Kuwait;291
Malaysia;Austria;278
Malaysia;Algeria;254
Malaysia;Turkey;225
Malaysia;Iraq;177
Malaysia;Oman;172
Malaysia;Romania;172
Malaysia;Somalia;171
Malaysia;Bahrain;130
Malaysia;Hungary;124
Malaysia;Luxembourg;114
Malaysia;Jordan;106
Malaysia;Maldives;75
Malaysia;Afghanistan;67
Malaysia;Malta;61
Malaysia;Poland;59
Malaysia;Ukraine;55
Malaysia;Brazil;53
Malaysia;Greece;48
Malaysia;North Korea;43
Malaysia;Peru;32
Malaysia;Bulgaria;31
Malaysia;Cyprus;28
Malaysia;Slovakia;26
Malaysia;Estonia;25
Malaysia;Iceland;20
Malaysia;Mauritius;18
Malaysia;Papua New Guinea;17
Malaysia;Mexico;15
Malaysia;Venezuela;14
Malaysia;Lithuania;11
Malaysia;Latvia;9
Malaysia;Slovenia;9
Malaysia;Panama;8
Malaysia;Solomon Islands;8
Malaysia;Timor-Leste;8
Malaysia;Channel Islands;7
Malaysia;Ecuador;6
Malaysia;Ethiopia;6
Malaysia;Iran;6
Malaysia;Kenya;6
Malaysia;Laos;6
Malaysia;Dominican Republic;4
Malaysia;Guam;4
Malaysia;Israel;4
Malaysia;Macao;4
Malaysia;Yemen;4
Malaysia;Bahamas;3
Malaysia;Bhutan;3
Malaysia;Lebanon;3
Malaysia;Mali;3
Malaysia;Belarus;2
Malaysia;Saint Lucia;2
Malaysia;Argentina;1
Malaysia;Bolivia;1
Malaysia;Costa Rica;1
Malaysia;Djibouti;1
Malaysia;Fiji;1
Malaysia;Jamaica;1
Malaysia;Mongolia;1
Malaysia;New Caledonia;1
Malaysia;Syria;1
Malaysia;Uganda;1
Malaysia;Albania;0
Malaysia;Angola;0
Malaysia;Armenia;0
Malaysia;Aruba;0
Malaysia;Azerbaijan;0
Malaysia;Barbados;0
Malaysia;Belize;0
Malaysia;Benin;0
Malaysia;Bosnia & Herzegovina;0
Malaysia;Botswana;0
Malaysia;Burkina Faso;0
Malaysia;Burundi;0
Malaysia;Cameroon;0
Malaysia;Cape Verde;0
Malaysia;Central African Republic;0
Malaysia;Chad;0
Malaysia;Chile;0
Malaysia;Colombia;0
Malaysia;Comoros;0
Malaysia;Congo;0
Malaysia;Croatia;0
Malaysia;Cuba;0
Malaysia;DR Congo;0
Malaysia;El Salvador;0
Malaysia;Equatorial Guinea;0
Malaysia;Eritrea;0
Malaysia;French Guiana;0
Malaysia;French Polynesia;0
Malaysia;Gabon;0
Malaysia;Gambia;0
Malaysia;Georgia;0
Malaysia;Ghana;0
Malaysia;Grenada;0
Malaysia;Guadeloupe;0
Malaysia;Guatemala;0
Malaysia;Guinea;0
Malaysia;Guinea-Bissau;0
Malaysia;Guyana;0
Malaysia;Haiti;0
Malaysia;Honduras;0
Malaysia;Ivory Coast;0
Malaysia;Kazakhstan;0
Malaysia;Kyrgyzstan;0
Malaysia;Lesotho;0
Malaysia;Liberia;0
Malaysia;Macedonia;0
Malaysia;Madagascar;0
Malaysia;Malawi;0
Malaysia;Malaysia;0
Malaysia;Martinique;0
Malaysia;Mauritania;0
Malaysia;Mayotte;0
Malaysia;Micronesia;0
Malaysia;Moldova;0
Malaysia;Montenegro;0
Malaysia;Morocco;0
Malaysia;Mozambique;0
Malaysia;Namibia;0
Malaysia;Nicaragua;0
Malaysia;Niger;0
Malaysia;Nigeria;0
Malaysia;Palestine;0
Malaysia;Paraguay;0
Malaysia;Puerto Rico;0
Malaysia;Reunion;0
Malaysia;Rwanda;0
Malaysia;Saint Vincent & Grenadines;0
Malaysia;Samoa;0
Malaysia;Sao Tome & Principe;0
Malaysia;Senegal;0
Malaysia;Serbia;0
Malaysia;Sierra Leone;0
Malaysia;South Sudan;0
Malaysia;Sudan;0
Malaysia;Suriname;0
Malaysia;Swaziland;0
Malaysia;Tajikistan;0
Malaysia;Tanzania;0
Malaysia;Togo;0
Malaysia;Tonga;0
Malaysia;Trinidad & Tobago;0
Malaysia;Tunisia;0
Malaysia;Turkmenistan;0
Malaysia;Uruguay;0
Malaysia;Uzbekistan;0
Malaysia;Vanuatu;0
Malaysia;Virgin Islands;0
Malaysia;Western Sahara;0
Malaysia;Zambia;0
Malaysia;Zimbabwe;0
Maldives;Bangladesh;2600
Maldives;India;1225
Maldives;Sri Lanka;627
Maldives;Philippines;79
Maldives;Australia;77
Maldives;United Kingdom;57
Maldives;Saudi Arabia;38
Maldives;United Arab Emirates;27
Maldives;Pakistan;26
Maldives;Thailand;26
Maldives;Italy;25
Maldives;Germany;23
Maldives;Switzerland;20
Maldives;Malaysia;17
Maldives;United States;17
Maldives;Canada;15
Maldives;France;13
Maldives;Japan;11
Maldives;Kuwait;9
Maldives;Qatar;9
Maldives;Singapore;9
Maldives;Oman;8
Maldives;South Africa;8
Maldives;Egypt;6
Maldives;Sweden;6
Maldives;Russia;5
Maldives;Austria;4
Maldives;Bahrain;3
Maldives;Netherlands;2
Maldives;New Zealand;2
Maldives;Romania;2
Maldives;Belgium;1
Maldives;Brazil;1
Maldives;Czech Republic;1
Maldives;Denmark;1
Maldives;Jordan;1
Maldives;Lebanon;1
Maldives;Norway;1
Maldives;South Korea;1
Maldives;Spain;1
Maldives;Afghanistan;0
Maldives;Albania;0
Maldives;Algeria;0
Maldives;Angola;0
Maldives;Argentina;0
Maldives;Armenia;0
Maldives;Aruba;0
Maldives;Azerbaijan;0
Maldives;Bahamas;0
Maldives;Barbados;0
Maldives;Belarus;0
Maldives;Belize;0
Maldives;Benin;0
Maldives;Bhutan;0
Maldives;Bolivia;0
Maldives;Bosnia & Herzegovina;0
Maldives;Botswana;0
Maldives;Brunei;0
Maldives;Bulgaria;0
Maldives;Burkina Faso;0
Maldives;Burundi;0
Maldives;Cambodia;0
Maldives;Cameroon;0
Maldives;Cape Verde;0
Maldives;Central African Republic;0
Maldives;Chad;0
Maldives;Channel Islands;0
Maldives;Chile;0
Maldives;China;0
Maldives;Colombia;0
Maldives;Comoros;0
Maldives;Congo;0
Maldives;Costa Rica;0
Maldives;Croatia;0
Maldives;Cuba;0
Maldives;Cyprus;0
Maldives;Djibouti;0
Maldives;Dominican Republic;0
Maldives;DR Congo;0
Maldives;Ecuador;0
Maldives;El Salvador;0
Maldives;Equatorial Guinea;0
Maldives;Eritrea;0
Maldives;Estonia;0
Maldives;Ethiopia;0
Maldives;Fiji;0
Maldives;Finland;0
Maldives;French Guiana;0
Maldives;French Polynesia;0
Maldives;Gabon;0
Maldives;Gambia;0
Maldives;Georgia;0
Maldives;Ghana;0
Maldives;Greece;0
Maldives;Grenada;0
Maldives;Guadeloupe;0
Maldives;Guam;0
Maldives;Guatemala;0
Maldives;Guinea;0
Maldives;Guinea-Bissau;0
Maldives;Guyana;0
Maldives;Haiti;0
Maldives;Honduras;0
Maldives;Hong Kong;0
Maldives;Hungary;0
Maldives;Iceland;0
Maldives;Indonesia;0
Maldives;Iran;0
Maldives;Iraq;0
Maldives;Ireland;0
Maldives;Israel;0
Maldives;Ivory Coast;0
Maldives;Jamaica;0
Maldives;Kazakhstan;0
Maldives;Kenya;0
Maldives;Kyrgyzstan;0
Maldives;Laos;0
Maldives;Latvia;0
Maldives;Lesotho;0
Maldives;Liberia;0
Maldives;Libya;0
Maldives;Lithuania;0
Maldives;Luxembourg;0
Maldives;Macao;0
Maldives;Macedonia;0
Maldives;Madagascar;0
Maldives;Malawi;0
Maldives;Maldives;0
Maldives;Mali;0
Maldives;Malta;0
Maldives;Martinique;0
Maldives;Mauritania;0
Maldives;Mauritius;0
Maldives;Mayotte;0
Maldives;Mexico;0
Maldives;Micronesia;0
Maldives;Moldova;0
Maldives;Mongolia;0
Maldives;Montenegro;0
Maldives;Morocco;0
Maldives;Mozambique;0
Maldives;Myanmar;0
Maldives;Namibia;0
Maldives;Nepal;0
Maldives;New Caledonia;0
Maldives;Nicaragua;0
Maldives;Niger;0
Maldives;Nigeria;0
Maldives;North Korea;0
Maldives;Palestine;0
Maldives;Panama;0
Maldives;Papua New Guinea;0
Maldives;Paraguay;0
Maldives;Peru;0
Maldives;Poland;0
Maldives;Portugal;0
Maldives;Puerto Rico;0
Maldives;Reunion;0
Maldives;Rwanda;0
Maldives;Saint Lucia;0
Maldives;Saint Vincent & Grenadines;0
Maldives;Samoa;0
Maldives;Sao Tome & Principe;0
Maldives;Senegal;0
Maldives;Serbia;0
Maldives;Sierra Leone;0
Maldives;Slovakia;0
Maldives;Slovenia;0
Maldives;Solomon Islands;0
Maldives;Somalia;0
Maldives;South Sudan;0
Maldives;Sudan;0
Maldives;Suriname;0
Maldives;Swaziland;0
Maldives;Syria;0
Maldives;Tajikistan;0
Maldives;Tanzania;0
Maldives;Timor-Leste;0
Maldives;Togo;0
Maldives;Tonga;0
Maldives;Trinidad & Tobago;0
Maldives;Tunisia;0
Maldives;Turkey;0
Maldives;Turkmenistan;0
Maldives;Uganda;0
Maldives;Ukraine;0
Maldives;Uruguay;0
Maldives;Uzbekistan;0
Maldives;Vanuatu;0
Maldives;Venezuela;0
Maldives;Vietnam;0
Maldives;Virgin Islands;0
Maldives;Western Sahara;0
Maldives;Yemen;0
Maldives;Zambia;0
Maldives;Zimbabwe;0
Mali;Ivory Coast;138475
Mali;Nigeria;57606
Mali;Mauritania;47775
Mali;Niger;34197
Mali;France;31718
Mali;Gabon;24213
Mali;Guinea;20357
Mali;Senegal;14783
Mali;Italy;14667
Mali;Congo;11383
Mali;Burkina Faso;11253
Mali;Spain;5574
Mali;Gambia;4454
Mali;Cameroon;3686
Mali;Germany;3618
Mali;Togo;3273
Mali;Ghana;3152
Mali;Benin;1496
Mali;Canada;890
Mali;Equatorial Guinea;656
Mali;United States;520
Mali;Tunisia;516
Mali;Romania;490
Mali;Belgium;485
Mali;Russia;442
Mali;China;425
Mali;Angola;390
Mali;Liberia;385
Mali;Sierra Leone;345
Mali;DR Congo;332
Mali;Sudan;321
Mali;United Arab Emirates;247
Mali;Kazakhstan;241
Mali;Western Sahara;241
Mali;Libya;236
Mali;North Korea;231
Mali;Central African Republic;214
Mali;South Africa;205
Mali;Switzerland;202
Mali;Israel;200
Mali;United Kingdom;193
Mali;Egypt;189
Mali;Chile;161
Mali;Zambia;158
Mali;Saudi Arabia;154
Mali;Albania;128
Mali;Portugal;126
Mali;Greece;124
Mali;Croatia;118
Mali;Guadeloupe;114
Mali;Luxembourg;107
Mali;Tanzania;106
Mali;Morocco;102
Mali;South Sudan;102
Mali;Sweden;102
Mali;Singapore;95
Mali;Ukraine;89
Mali;Japan;81
Mali;Austria;70
Mali;Chad;70
Mali;Netherlands;69
Mali;Algeria;64
Mali;Rwanda;62
Mali;Uganda;61
Mali;Uruguay;57
Mali;Virgin Islands;57
Mali;Thailand;56
Mali;Afghanistan;53
Mali;Guinea-Bissau;52
Mali;Australia;47
Mali;French Polynesia;41
Mali;Grenada;30
Mali;Norway;26
Mali;Poland;25
Mali;Serbia;24
Mali;Czech Republic;21
Mali;Denmark;21
Mali;Hungary;19
Mali;Finland;18
Mali;Macedonia;18
Mali;Belarus;15
Mali;Ireland;13
Mali;Burundi;11
Mali;India;11
Mali;Kenya;11
Mali;Bulgaria;10
Mali;Turkey;10
Mali;Brazil;9
Mali;Kuwait;8
Mali;Malawi;7
Mali;Palestine;6
Mali;Uzbekistan;6
Mali;Argentina;5
Mali;Oman;5
Mali;Slovenia;5
Mali;Cape Verde;4
Mali;Iran;4
Mali;Iceland;3
Mali;Malaysia;3
Mali;Martinique;3
Mali;Moldova;3
Mali;Qatar;3
Mali;Trinidad & Tobago;3
Mali;Bahrain;2
Mali;Jordan;2
Mali;Pakistan;2
Mali;Peru;2
Mali;Slovakia;2
Mali;South Korea;2
Mali;Venezuela;2
Mali;Azerbaijan;1
Mali;Estonia;1
Mali;French Guiana;1
Mali;Georgia;1
Mali;Hong Kong;1
Mali;Indonesia;1
Mali;Kyrgyzstan;1
Mali;Lesotho;1
Mali;Lithuania;1
Mali;Malta;1
Mali;Mexico;1
Mali;Montenegro;1
Mali;Namibia;1
Mali;New Caledonia;1
Mali;New Zealand;1
Mali;Reunion;1
Mali;Turkmenistan;1
Mali;Armenia;0
Mali;Aruba;0
Mali;Bahamas;0
Mali;Bangladesh;0
Mali;Barbados;0
Mali;Belize;0
Mali;Bhutan;0
Mali;Bolivia;0
Mali;Bosnia & Herzegovina;0
Mali;Botswana;0
Mali;Brunei;0
Mali;Cambodia;0
Mali;Channel Islands;0
Mali;Colombia;0
Mali;Comoros;0
Mali;Costa Rica;0
Mali;Cuba;0
Mali;Cyprus;0
Mali;Djibouti;0
Mali;Dominican Republic;0
Mali;Ecuador;0
Mali;El Salvador;0
Mali;Eritrea;0
Mali;Ethiopia;0
Mali;Fiji;0
Mali;Guam;0
Mali;Guatemala;0
Mali;Guyana;0
Mali;Haiti;0
Mali;Honduras;0
Mali;Iraq;0
Mali;Jamaica;0
Mali;Laos;0
Mali;Latvia;0
Mali;Lebanon;0
Mali;Macao;0
Mali;Madagascar;0
Mali;Maldives;0
Mali;Mali;0
Mali;Mauritius;0
Mali;Mayotte;0
Mali;Micronesia;0
Mali;Mongolia;0
Mali;Mozambique;0
Mali;Myanmar;0
Mali;Nepal;0
Mali;Nicaragua;0
Mali;Panama;0
Mali;Papua New Guinea;0
Mali;Paraguay;0
Mali;Philippines;0
Mali;Puerto Rico;0
Mali;Saint Lucia;0
Mali;Saint Vincent & Grenadines;0
Mali;Samoa;0
Mali;Sao Tome & Principe;0
Mali;Solomon Islands;0
Mali;Somalia;0
Mali;Sri Lanka;0
Mali;Suriname;0
Mali;Swaziland;0
Mali;Syria;0
Mali;Tajikistan;0
Mali;Timor-Leste;0
Mali;Tonga;0
Mali;Vanuatu;0
Mali;Vietnam;0
Mali;Yemen;0
Mali;Zimbabwe;0
Malta;Australia;16770
Malta;United Kingdom;15870
Malta;United States;8356
Malta;Canada;4221
Malta;Italy;1398
Malta;Germany;661
Malta;Bulgaria;352
Malta;Netherlands;327
Malta;South Africa;303
Malta;Belgium;287
Malta;Spain;278
Malta;Ireland;276
Malta;Russia;253
Malta;Libya;239
Malta;Somalia;229
Malta;France;225
Malta;Romania;222
Malta;Sweden;193
Malta;Switzerland;186
Malta;Hungary;163
Malta;Serbia;147
Malta;Syria;136
Malta;Turkey;134
Malta;Austria;104
Malta;Eritrea;103
Malta;Denmark;101
Malta;Luxembourg;91
Malta;Philippines;91
Malta;Ethiopia;89
Malta;Egypt;86
Malta;China;67
Malta;Greece;67
Malta;Nigeria;66
Malta;Norway;66
Malta;Tunisia;66
Malta;Ukraine;65
Malta;Slovakia;61
Malta;Finland;51
Malta;Poland;50
Malta;India;48
Malta;Czech Republic;44
Malta;Morocco;42
Malta;Brazil;38
Malta;Latvia;36
Malta;Portugal;35
Malta;Pakistan;32
Malta;Sudan;28
Malta;Peru;27
Malta;Cyprus;25
Malta;Bosnia & Herzegovina;24
Malta;Lithuania;23
Malta;Lebanon;22
Malta;New Zealand;21
Malta;Iraq;20
Malta;Thailand;20
Malta;Croatia;17
Malta;Jordan;16
Malta;Estonia;15
Malta;Kenya;15
Malta;Ghana;13
Malta;Saudi Arabia;13
Malta;Albania;12
Malta;Algeria;11
Malta;Dominican Republic;11
Malta;Japan;10
Malta;Kuwait;10
Malta;Slovenia;9
Malta;Georgia;8
Malta;Malaysia;8
Malta;United Arab Emirates;8
Malta;Israel;7
Malta;Moldova;7
Malta;Niger;7
Malta;Indonesia;6
Malta;Iran;6
Malta;Macedonia;6
Malta;Singapore;6
Malta;Uzbekistan;6
Malta;Zimbabwe;6
Malta;Armenia;5
Malta;Kazakhstan;5
Malta;Palestine;5
Malta;Yemen;5
Malta;Argentina;4
Malta;Belarus;3
Malta;Iceland;3
Malta;Sri Lanka;3
Malta;Bangladesh;2
Malta;Bolivia;2
Malta;Channel Islands;2
Malta;Djibouti;2
Malta;Hong Kong;2
Malta;Trinidad & Tobago;2
Malta;Bahrain;1
Malta;Mexico;1
Malta;Oman;1
Malta;Qatar;1
Malta;South Korea;1
Malta;South Sudan;1
Malta;Uganda;1
Malta;Venezuela;1
Malta;Afghanistan;0
Malta;Angola;0
Malta;Aruba;0
Malta;Azerbaijan;0
Malta;Bahamas;0
Malta;Barbados;0
Malta;Belize;0
Malta;Benin;0
Malta;Bhutan;0
Malta;Botswana;0
Malta;Brunei;0
Malta;Burkina Faso;0
Malta;Burundi;0
Malta;Cambodia;0
Malta;Cameroon;0
Malta;Cape Verde;0
Malta;Central African Republic;0
Malta;Chad;0
Malta;Chile;0
Malta;Colombia;0
Malta;Comoros;0
Malta;Congo;0
Malta;Costa Rica;0
Malta;Cuba;0
Malta;DR Congo;0
Malta;Ecuador;0
Malta;El Salvador;0
Malta;Equatorial Guinea;0
Malta;Fiji;0
Malta;French Guiana;0
Malta;French Polynesia;0
Malta;Gabon;0
Malta;Gambia;0
Malta;Grenada;0
Malta;Guadeloupe;0
Malta;Guam;0
Malta;Guatemala;0
Malta;Guinea;0
Malta;Guinea-Bissau;0
Malta;Guyana;0
Malta;Haiti;0
Malta;Honduras;0
Malta;Ivory Coast;0
Malta;Jamaica;0
Malta;Kyrgyzstan;0
Malta;Laos;0
Malta;Lesotho;0
Malta;Liberia;0
Malta;Macao;0
Malta;Madagascar;0
Malta;Malawi;0
Malta;Maldives;0
Malta;Mali;0
Malta;Malta;0
Malta;Martinique;0
Malta;Mauritania;0
Malta;Mauritius;0
Malta;Mayotte;0
Malta;Micronesia;0
Malta;Mongolia;0
Malta;Montenegro;0
Malta;Mozambique;0
Malta;Myanmar;0
Malta;Namibia;0
Malta;Nepal;0
Malta;New Caledonia;0
Malta;Nicaragua;0
Malta;North Korea;0
Malta;Panama;0
Malta;Papua New Guinea;0
Malta;Paraguay;0
Malta;Puerto Rico;0
Malta;Reunion;0
Malta;Rwanda;0
Malta;Saint Lucia;0
Malta;Saint Vincent & Grenadines;0
Malta;Samoa;0
Malta;Sao Tome & Principe;0
Malta;Senegal;0
Malta;Sierra Leone;0
Malta;Solomon Islands;0
Malta;Suriname;0
Malta;Swaziland;0
Malta;Tajikistan;0
Malta;Tanzania;0
Malta;Timor-Leste;0
Malta;Togo;0
Malta;Tonga;0
Malta;Turkmenistan;0
Malta;Uruguay;0
Malta;Vanuatu;0
Malta;Vietnam;0
Malta;Virgin Islands;0
Malta;Western Sahara;0
Malta;Zambia;0
Martinique;France;6574
Martinique;Guadeloupe;2225
Martinique;French Guiana;1207
Martinique;United States;772
Martinique;Canada;395
Martinique;Saint Lucia;370
Martinique;Chile;298
Martinique;Germany;282
Martinique;United Kingdom;260
Martinique;Haiti;243
Martinique;Switzerland;240
Martinique;Belgium;201
Martinique;Italy;167
Martinique;Portugal;162
Martinique;Spain;153
Martinique;Romania;108
Martinique;Poland;92
Martinique;Brazil;90
Martinique;Luxembourg;73
Martinique;Reunion;66
Martinique;Turkey;59
Martinique;Israel;48
Martinique;Morocco;48
Martinique;Dominican Republic;45
Martinique;Australia;42
Martinique;Netherlands;42
Martinique;New Zealand;39
Martinique;Venezuela;37
Martinique;Equatorial Guinea;34
Martinique;Gabon;22
Martinique;South Africa;22
Martinique;China;21
Martinique;New Caledonia;20
Martinique;Austria;19
Martinique;Ireland;19
Martinique;Japan;19
Martinique;Mexico;19
Martinique;Peru;18
Martinique;Sweden;18
Martinique;Tunisia;18
Martinique;Algeria;16
Martinique;Bulgaria;15
Martinique;Syria;14
Martinique;Czech Republic;13
Martinique;Madagascar;13
Martinique;Denmark;12
Martinique;Senegal;12
Martinique;Hungary;11
Martinique;Serbia;11
Martinique;Bahamas;9
Martinique;Greece;9
Martinique;Colombia;7
Martinique;Norway;7
Martinique;Slovakia;7
Martinique;Cameroon;6
Martinique;Congo;6
Martinique;Egypt;6
Martinique;Finland;6
Martinique;Mali;6
Martinique;Russia;6
Martinique;Central African Republic;5
Martinique;Mayotte;5
Martinique;South Korea;5
Martinique;Virgin Islands;5
Martinique;Estonia;4
Martinique;Malta;4
Martinique;Barbados;3
Martinique;Croatia;3
Martinique;Bahrain;2
Martinique;Bolivia;2
Martinique;Channel Islands;2
Martinique;French Polynesia;2
Martinique;Iceland;2
Martinique;Jordan;2
Martinique;Libya;2
Martinique;Lithuania;2
Martinique;Mauritius;2
Martinique;Slovenia;2
Martinique;United Arab Emirates;2
Martinique;Argentina;1
Martinique;Benin;1
Martinique;Burundi;1
Martinique;Costa Rica;1
Martinique;Cyprus;1
Martinique;Ecuador;1
Martinique;Guatemala;1
Martinique;Kuwait;1
Martinique;Latvia;1
Martinique;Lebanon;1
Martinique;Montenegro;1
Martinique;Oman;1
Martinique;Panama;1
Martinique;Philippines;1
Martinique;Saudi Arabia;1
Martinique;Togo;1
Martinique;Trinidad & Tobago;1
Martinique;Uruguay;1
Martinique;Western Sahara;1
Martinique;Afghanistan;0
Martinique;Albania;0
Martinique;Angola;0
Martinique;Armenia;0
Martinique;Aruba;0
Martinique;Azerbaijan;0
Martinique;Bangladesh;0
Martinique;Belarus;0
Martinique;Belize;0
Martinique;Bhutan;0
Martinique;Bosnia & Herzegovina;0
Martinique;Botswana;0
Martinique;Brunei;0
Martinique;Burkina Faso;0
Martinique;Cambodia;0
Martinique;Cape Verde;0
Martinique;Chad;0
Martinique;Comoros;0
Martinique;Cuba;0
Martinique;Djibouti;0
Martinique;DR Congo;0
Martinique;El Salvador;0
Martinique;Eritrea;0
Martinique;Ethiopia;0
Martinique;Fiji;0
Martinique;Gambia;0
Martinique;Georgia;0
Martinique;Ghana;0
Martinique;Grenada;0
Martinique;Guam;0
Martinique;Guinea;0
Martinique;Guinea-Bissau;0
Martinique;Guyana;0
Martinique;Honduras;0
Martinique;Hong Kong;0
Martinique;India;0
Martinique;Indonesia;0
Martinique;Iran;0
Martinique;Iraq;0
Martinique;Ivory Coast;0
Martinique;Jamaica;0
Martinique;Kazakhstan;0
Martinique;Kenya;0
Martinique;Kyrgyzstan;0
Martinique;Laos;0
Martinique;Lesotho;0
Martinique;Liberia;0
Martinique;Macao;0
Martinique;Macedonia;0
Martinique;Malawi;0
Martinique;Malaysia;0
Martinique;Maldives;0
Martinique;Martinique;0
Martinique;Mauritania;0
Martinique;Micronesia;0
Martinique;Moldova;0
Martinique;Mongolia;0
Martinique;Mozambique;0
Martinique;Myanmar;0
Martinique;Namibia;0
Martinique;Nepal;0
Martinique;Nicaragua;0
Martinique;Niger;0
Martinique;Nigeria;0
Martinique;North Korea;0
Martinique;Pakistan;0
Martinique;Palestine;0
Martinique;Papua New Guinea;0
Martinique;Paraguay;0
Martinique;Puerto Rico;0
Martinique;Qatar;0
Martinique;Rwanda;0
Martinique;Saint Vincent & Grenadines;0
Martinique;Samoa;0
Martinique;Sao Tome & Principe;0
Martinique;Sierra Leone;0
Martinique;Singapore;0
Martinique;Solomon Islands;0
Martinique;Somalia;0
Martinique;South Sudan;0
Martinique;Sri Lanka;0
Martinique;Sudan;0
Martinique;Suriname;0
Martinique;Swaziland;0
Martinique;Tajikistan;0
Martinique;Tanzania;0
Martinique;Thailand;0
Martinique;Timor-Leste;0
Martinique;Tonga;0
Martinique;Turkmenistan;0
Martinique;Uganda;0
Martinique;Ukraine;0
Martinique;Uzbekistan;0
Martinique;Vanuatu;0
Martinique;Vietnam;0
Martinique;Yemen;0
Martinique;Zambia;0
Martinique;Zimbabwe;0
Mauritania;Mali;19487
Mauritania;Senegal;9045
Mauritania;Western Sahara;6702
Mauritania;France;3697
Mauritania;Ivory Coast;1906
Mauritania;Spain;1098
Mauritania;Algeria;1029
Mauritania;Gambia;838
Mauritania;Guinea;580
Mauritania;Belgium;564
Mauritania;Congo;414
Mauritania;Morocco;402
Mauritania;Italy;321
Mauritania;Guinea-Bissau;205
Mauritania;Canada;197
Mauritania;Tunisia;193
Mauritania;Romania;172
Mauritania;Nigeria;126
Mauritania;Niger;92
Mauritania;Iraq;70
Mauritania;Egypt;69
Mauritania;Benin;65
Mauritania;Libya;62
Mauritania;Gabon;57
Mauritania;Cameroon;52
Mauritania;Switzerland;46
Mauritania;Togo;44
Mauritania;Netherlands;38
Mauritania;United Kingdom;32
Mauritania;Ghana;31
Mauritania;Saudi Arabia;31
Mauritania;Burkina Faso;28
Mauritania;United States;27
Mauritania;Syria;26
Mauritania;Greece;24
Mauritania;Jordan;22
Mauritania;Brazil;21
Mauritania;China;18
Mauritania;Finland;18
Mauritania;Norway;16
Mauritania;Sweden;16
Mauritania;Lebanon;15
Mauritania;Portugal;13
Mauritania;Sierra Leone;13
Mauritania;Austria;12
Mauritania;DR Congo;11
Mauritania;Luxembourg;10
Mauritania;Palestine;10
Mauritania;Australia;8
Mauritania;Germany;8
Mauritania;Russia;8
Mauritania;South Korea;8
Mauritania;Turkey;8
Mauritania;Argentina;7
Mauritania;Denmark;6
Mauritania;United Arab Emirates;6
Mauritania;Chad;5
Mauritania;Ukraine;5
Mauritania;Kazakhstan;3
Mauritania;Kuwait;3
Mauritania;Liberia;2
Mauritania;Angola;1
Mauritania;Belarus;1
Mauritania;Bulgaria;1
Mauritania;Cape Verde;1
Mauritania;Czech Republic;1
Mauritania;Hungary;1
Mauritania;Iceland;1
Mauritania;Ireland;1
Mauritania;Israel;1
Mauritania;South Africa;1
Mauritania;Sudan;1
Mauritania;Afghanistan;0
Mauritania;Albania;0
Mauritania;Armenia;0
Mauritania;Aruba;0
Mauritania;Azerbaijan;0
Mauritania;Bahamas;0
Mauritania;Bahrain;0
Mauritania;Bangladesh;0
Mauritania;Barbados;0
Mauritania;Belize;0
Mauritania;Bhutan;0
Mauritania;Bolivia;0
Mauritania;Bosnia & Herzegovina;0
Mauritania;Botswana;0
Mauritania;Brunei;0
Mauritania;Burundi;0
Mauritania;Cambodia;0
Mauritania;Central African Republic;0
Mauritania;Channel Islands;0
Mauritania;Chile;0
Mauritania;Colombia;0
Mauritania;Comoros;0
Mauritania;Costa Rica;0
Mauritania;Croatia;0
Mauritania;Cuba;0
Mauritania;Cyprus;0
Mauritania;Djibouti;0
Mauritania;Dominican Republic;0
Mauritania;Ecuador;0
Mauritania;El Salvador;0
Mauritania;Equatorial Guinea;0
Mauritania;Eritrea;0
Mauritania;Estonia;0
Mauritania;Ethiopia;0
Mauritania;Fiji;0
Mauritania;French Guiana;0
